datetime,strategy,layer,optimizer,seed,n_trials,n_variants,n_signals,pair,main_tf,sub_tf,bt_per_sec,runtime_s,trades,win_rate_pct,total_pips,expectancy_pips,max_dd_pct,profit_factor,sharpe,return_pct,quality,best_variant_id,best_variant_family,run_file
2026-04-22 10:46:14,baseline_v2,trade_log_parity,random,42,5,1,134,EUR_USD,H1,M1,1975.0,0.08,127,41.732,2101.6,16.548,17.841,1.5675,2.1624,4236.7,0.585,0,ema_cross,trade_log_parity_20260422_104614.npz
2026-04-22 10:57:36,complexity_L10_EUR_USD_H1,complexity_L10_EUR_USD_H1,random,42,2000,1125,45538,EUR_USD,H1,M1,16622.0,11.44,34,100.0,218.8,6.434,0.0,10.0,28.3723,236.5,3.8427,703,macd_cross,complexity_L10_EUR_USD_H1_20260422_105736.npz
2026-04-22 10:59:29,complexity_L10_EUR_USD_M15,complexity_L10_EUR_USD_M15,random,42,2000,101,105300,EUR_USD,M15,M1,1771.0,2.86,669,44.395,1554.6,2.324,27.555,1.21,2.0007,3533.11,0.4814,96,donchian,complexity_L10_EUR_USD_M15_20260422_105928.npz
2026-04-22 11:12:32,complexity_L10_EUR_USD_M15,complexity_L10_EUR_USD_M15,random,42,2000,3261,102975,EUR_USD,M15,M1,59395.0,10.86,15,66.667,601.3,40.084,6.341,4.7887,7.4215,1251.49,0.5227,2496,ema_cross,complexity_L10_EUR_USD_M15_20260422_111232.npz
2026-04-22 11:14:00,complexity_L10_EUR_USD_M15,complexity_L10_EUR_USD_M15,random,42,2000,1125,205642,EUR_USD,M15,M1,23029.0,10.69,158,35.443,687.4,4.351,26.427,1.3579,5.856,3496.64,0.6532,609,macd_cross,complexity_L10_EUR_USD_M15_20260422_111400.npz
2026-04-22 11:14:36,complexity_L10_EUR_USD_M15,complexity_L10_EUR_USD_M15,random,42,2000,101,8192,EUR_USD,M15,M1,21018.0,0.57,78,12.821,399.0,5.115,26.357,2.1663,5.3569,9016.75,0.4868,42,donchian,complexity_L10_EUR_USD_M15_20260422_111436.npz
2026-04-22 19:54:42,complex01,golden,random,42,500,66,19991,EUR_USD,H1,M1,16542.0,0.26,33,18.182,337.0,10.212,17.821,5.0285,1.8699,429.79,0.7125,3,ema_cross,golden_20260422_195442.npz
2026-04-22 19:55:13,baseline_v2,trade_log_parity,random,42,5,1,134,EUR_USD,H1,M1,275.0,0.36,127,41.732,2101.6,16.548,17.841,1.5675,2.1556,4236.7,0.584,0,ema_cross,trade_log_parity_20260422_195513.npz
2026-04-22 19:59:47,complex01,golden,random,42,500,66,19991,EUR_USD,H1,M1,12067.0,0.27,33,18.182,337.0,10.212,17.821,5.0285,1.8699,429.79,0.7125,3,ema_cross,golden_20260422_195947.npz
2026-04-22 20:00:19,baseline_v2,trade_log_parity,random,42,5,1,134,EUR_USD,H1,M1,279.0,0.29,127,41.732,2101.6,16.548,17.841,1.5675,2.1556,4236.7,0.584,0,ema_cross,trade_log_parity_20260422_200019.npz
2026-04-22 20:02:24,complex01,golden,random,42,500,66,19991,EUR_USD,H1,M1,11311.0,0.27,33,18.182,337.0,10.212,17.821,5.0285,1.8699,429.79,0.7125,3,ema_cross,golden_20260422_200224.npz
2026-04-22 20:02:54,baseline_v2,trade_log_parity,random,42,5,1,134,EUR_USD,H1,M1,339.0,0.3,127,41.732,2101.6,16.548,17.841,1.5675,2.1556,4236.7,0.584,0,ema_cross,trade_log_parity_20260422_200254.npz
2026-04-22 20:06:33,complex01,golden,random,42,500,66,19991,EUR_USD,H1,M1,11148.0,0.3,33,18.182,337.0,10.212,17.821,5.0285,1.8699,429.79,0.7125,3,ema_cross,golden_20260422_200633.npz
2026-04-22 20:07:05,baseline_v2,trade_log_parity,random,42,5,1,134,EUR_USD,H1,M1,316.0,0.3,127,41.732,2101.6,16.548,17.841,1.5675,2.1556,4236.7,0.584,0,ema_cross,trade_log_parity_20260422_200705.npz
2026-04-22 22:39:25,complex01,golden,random,42,500,66,19997,EUR_USD,H1,M1,20299.0,0.15,33,18.182,337.0,10.212,17.821,5.0285,1.8693,429.79,0.7124,3,ema_cross,golden_20260422_223925.npz
2026-04-22 22:39:33,baseline_v2,trade_log_parity,random,42,5,1,134,EUR_USD,H1,M1,2127.0,0.11,127,41.732,2101.6,16.548,17.841,1.5675,2.1549,4236.7,0.5839,0,ema_cross,trade_log_parity_20260422_223933.npz
2026-04-24 09:08:23,complex01,golden,random,42,500,66,19997,EUR_USD,H1,M1,15106.0,0.16,33,18.182,337.0,10.212,17.821,5.0285,1.8693,429.79,0.7124,3,ema_cross,golden_20260424_090823.npz
2026-04-24 09:08:32,baseline_v2,trade_log_parity,random,42,5,1,134,EUR_USD,H1,M1,2180.0,0.08,127,41.732,2101.6,16.548,17.841,1.5675,2.1549,4236.7,0.5839,0,ema_cross,trade_log_parity_20260424_090832.npz
2026-04-24 09:09:27,complex01,golden,random,42,500,66,19997,EUR_USD,H1,M1,16503.0,0.15,33,18.182,337.0,10.212,17.821,5.0285,1.8693,429.79,0.7124,3,ema_cross,golden_20260424_090927.npz
2026-04-24 09:09:35,baseline_v2,trade_log_parity,random,42,5,1,134,EUR_USD,H1,M1,2137.0,0.1,127,41.732,2101.6,16.548,17.841,1.5675,2.1549,4236.7,0.5839,0,ema_cross,trade_log_parity_20260424_090935.npz
2026-04-24 10:09:42,complexity_L10_EUR_USD_M15,complexity_L10_EUR_USD_M15,random,42,2000,127,13491,EUR_USD,M15,M1,25951.0,0.59,154,35.065,3004.6,19.51,19.168,1.6373,4.8182,6121.15,1.2604,8,ema_cross,complexity_L10_EUR_USD_M15_20260424_100942.npz
2026-04-24 10:11:19,complexity_L10_EUR_USD_M15,complexity_L10_EUR_USD_M15,random,42,2000,54,29980,EUR_USD,M15,M1,5473.0,0.67,519,23.507,3935.6,7.583,23.228,1.3716,5.51,15137.11,1.3269,52,macd_cross,complexity_L10_EUR_USD_M15_20260424_101119.npz
2026-04-24 10:12:04,complexity_L10_EUR_USD_M15,complexity_L10_EUR_USD_M15,random,42,2000,12,3119,EUR_USD,M15,M1,10076.0,0.46,186,46.237,1519.4,8.169,21.365,1.8083,5.5717,2920.27,1.7535,7,donchian,complexity_L10_EUR_USD_M15_20260424_101204.npz
2026-04-24 10:18:01,complex01,golden,random,42,500,66,19997,EUR_USD,H1,M1,17190.0,0.21,33,18.182,337.0,10.212,17.821,5.0285,1.8693,429.79,0.7124,3,ema_cross,golden_20260424_101801.npz
2026-04-24 10:18:09,baseline_v2,trade_log_parity,random,42,5,1,134,EUR_USD,H1,M1,2196.0,0.08,127,41.732,2101.6,16.548,17.841,1.5675,2.1549,4236.7,0.5839,0,ema_cross,trade_log_parity_20260424_101809.npz
2026-04-24 10:35:35,complex01,golden,random,42,500,66,19997,EUR_USD,H1,M1,13485.0,0.15,33,18.182,337.0,10.212,17.821,5.0285,1.8693,429.79,0.7124,3,ema_cross,golden_20260424_103535.npz
2026-04-24 10:35:45,baseline_v2,trade_log_parity,random,42,5,1,134,EUR_USD,H1,M1,1174.0,0.08,127,41.732,2101.6,16.548,17.841,1.5675,2.1549,4236.7,0.5839,0,ema_cross,trade_log_parity_20260424_103545.npz
2026-04-24 10:39:31,complex01,golden,random,42,500,66,19997,EUR_USD,H1,M1,14966.0,0.14,33,18.182,337.0,10.212,17.821,5.0285,1.8693,429.79,0.7124,3,ema_cross,golden_20260424_103931.npz
2026-04-24 10:39:39,baseline_v2,trade_log_parity,random,42,5,1,134,EUR_USD,H1,M1,2139.0,0.09,127,41.732,2101.6,16.548,17.841,1.5675,2.1549,4236.7,0.5839,0,ema_cross,trade_log_parity_20260424_103939.npz
